Frame,root_translateX,root_translateY,root_translateZ,root_rotateX,root_rotateY,root_rotateZ,left_hip_pitch_joint_dof,left_hip_roll_joint_dof,left_hip_yaw_joint_dof,left_knee_joint_dof,left_ankle_pitch_joint_dof,left_ankle_roll_joint_dof,right_hip_pitch_joint_dof,right_hip_roll_joint_dof,right_hip_yaw_joint_dof,right_knee_joint_dof,right_ankle_pitch_joint_dof,right_ankle_roll_joint_dof,waist_yaw_joint_dof,waist_roll_joint_dof,waist_pitch_joint_dof,left_shoulder_pitch_joint_dof,left_shoulder_roll_joint_dof,left_shoulder_yaw_joint_dof,left_elbow_joint_dof,left_wrist_roll_joint_dof,left_wrist_pitch_joint_dof,left_wrist_yaw_joint_dof,right_shoulder_pitch_joint_dof,right_shoulder_roll_joint_dof,right_shoulder_yaw_joint_dof,right_elbow_joint_dof,right_wrist_roll_joint_dof,right_wrist_pitch_joint_dof,right_wrist_yaw_joint_dof
73,-2.2889,-9.1567,76.9343,-2.577,-6.914,21.926,-4.656,22.308,7.295,13.972,-2.662,3.606,7.351,-5.816,-10.677,19.376,-22.944,15.0,0.713,3.399,20.715,-17.034,21.672,45.877,68.049,-15.048,0.0,6.307,-15.156,-18.237,33.599,64.058,0.0,-55.445,0.0
74,-2.2862,-9.7899,77.063,-2.389,-7.124,22.549,-5.593,22.471,7.088,14.938,-8.064,4.86,7.923,-5.517,-11.497,18.451,-19.341,15.0,0.387,3.46,20.871,-17.345,22.719,-7.978,64.359,-15.05,0.0,5.82,-15.312,-18.613,31.245,63.547,0.0,-54.938,0.0
75,-2.2987,-10.3896,77.2044,-2.101,-7.276,23.14,-6.624,22.513,7.071,16.048,-8.983,6.115,8.499,-5.39,-12.268,17.671,-23.887,15.0,0.129,3.408,21.002,-17.961,24.507,-49.492,58.218,-15.031,0.0,5.388,-15.382,-19.272,28.497,62.721,0.0,-54.207,0.0
76,-2.3245,-10.9456,77.3411,-1.778,-7.421,23.685,-7.675,22.589,7.252,17.293,-6.762,7.317,9.075,-5.332,-12.977,16.836,-26.226,15.0,-0.112,3.339,21.123,-18.658,26.854,-43.825,49.452,-15.031,0.0,5.0,-15.49,-20.267,25.636,61.667,0.0,-53.283,0.0
77,-2.3571,-11.4502,77.4619,-1.484,-7.583,24.172,-8.68,22.772,7.688,18.557,-1.514,8.376,9.636,-5.257,-13.637,16.069,-30.419,15.0,-0.124,3.351,21.1,-21.358,28.462,-26.186,53.721,-15.015,0.0,4.648,-15.46,-21.667,22.589,60.368,0.0,-52.26,0.0
78,-2.391,-11.8959,77.5589,-1.292,-7.787,24.563,-9.54,23.149,8.418,19.72,7.131,9.271,10.193,-5.126,-14.234,15.328,-33.743,15.0,-0.246,3.411,21.077,-23.606,30.796,-24.071,52.742,-14.94,0.0,4.334,-15.686,-23.196,18.446,59.291,0.0,-51.268,0.0
79,-2.4207,-12.2812,77.6314,-1.22,-8.025,24.896,-10.175,23.737,9.48,20.843,12.147,10.035,10.78,-4.939,-14.803,14.578,-37.538,15.0,-0.445,3.527,21.034,-25.96,33.42,-21.115,51.546,-14.775,0.0,4.058,-16.124,-24.989,14.276,58.112,0.0,-50.374,0.0
80,-2.4426,-12.6075,77.6858,-1.214,-8.241,25.185,-10.546,24.519,10.873,21.611,19.326,10.736,11.373,-4.669,-15.23,13.539,-31.407,15.0,-0.703,3.7,21.036,-27.669,36.442,-31.955,44.174,-14.518,0.0,3.82,-16.416,-26.675,6.021,54.965,0.0,-49.651,0.0
81,-2.4533,-12.8699,77.7276,-1.258,-8.41,25.428,-10.671,25.409,12.493,22.278,17.086,11.435,11.877,-4.399,-15.638,12.784,-29.897,15.0,-1.26,3.784,20.887,-30.393,39.581,-17.724,47.833,-14.186,0.0,3.619,-18.141,-29.432,8.885,56.743,0.0,-49.149,0.0
82,-2.4504,-13.0748,77.7599,-1.305,-8.535,25.616,-10.58,26.286,14.24,22.64,9.922,12.175,12.305,-4.11,-15.89,12.032,-26.109,15.0,-1.492,3.882,20.592,-36.012,42.288,25.34,63.954,-13.811,0.0,3.459,-19.383,-32.303,9.553,57.44,0.0,-48.896,0.0
83,-2.4353,-13.2251,77.7819,-1.369,-8.617,25.76,-10.347,27.037,15.906,22.496,6.46,13.014,12.648,-3.815,-15.926,11.173,-16.813,15.0,-1.72,3.945,20.289,-41.154,45.384,53.312,75.22,-13.757,0.0,3.34,-20.547,-35.224,8.419,56.682,0.0,-48.845,0.0
84,-2.4131,-13.3223,77.7945,-1.429,-8.649,25.897,-10.016,27.599,17.378,21.896,6.107,13.832,12.877,-3.603,-15.985,10.418,-4.653,15.0,-2.033,3.95,19.987,-45.444,48.678,68.278,80.852,-13.645,0.0,3.265,-21.885,-38.196,5.602,55.288,0.0,-48.903,0.0
85,-2.3867,-13.3673,77.7998,-1.469,-8.625,26.034,-9.665,27.919,18.502,20.914,10.296,14.431,13.007,-3.468,-16.052,10.02,-0.201,15.0,-2.408,3.884,19.705,-49.167,52.422,67.225,80.754,-12.824,0.0,3.235,-23.377,-41.281,1.313,53.233,0.0,-49.113,0.0
86,-2.3574,-13.3559,77.7972,-1.502,-8.549,26.175,-9.377,28.06,19.316,19.926,12.88,14.696,13.05,-3.421,-16.203,9.717,6.326,15.0,-2.849,3.772,19.441,-52.426,56.406,51.07,75.651,-10.768,0.0,3.25,-25.112,-44.326,-5.352,50.979,0.0,-49.513,0.0
87,-2.3274,-13.2918,77.7869,-1.554,-8.44,26.33,-9.142,28.09,19.945,19.003,12.391,14.583,13.052,-3.465,-16.529,9.712,4.799,15.0,-3.338,3.663,19.201,-55.052,60.11,23.263,65.089,-7.945,0.0,3.309,-27.065,-47.486,-13.095,48.164,0.0,-50.065,0.0
88,-2.2958,-13.1733,77.7682,-1.643,-8.307,26.488,-8.957,28.09,20.459,18.111,11.388,14.142,13.032,-3.515,-16.83,10.007,-6.869,15.0,-3.862,3.572,19.007,-57.192,63.793,-18.461,49.083,-4.889,0.0,3.408,-29.211,-50.631,-22.209,44.886,0.0,-50.646,0.0
89,-2.2579,-13.0046,77.7399,-1.778,-8.149,26.613,-8.841,28.08,20.786,17.425,4.916,13.519,12.946,-3.574,-17.141,10.293,-13.772,15.0,-4.471,3.422,18.693,-61.378,66.899,-28.814,46.943,-2.116,0.0,3.543,-32.402,-54.76,-20.024,46.029,0.0,-51.243,0.0
90,-2.2107,-12.7899,77.7008,-1.959,-7.965,26.708,-8.758,28.144,21.176,16.759,0.095,12.866,12.908,-3.57,-17.347,10.19,-11.325,15.0,-4.724,3.311,18.374,-68.233,69.063,-16.686,53.135,-0.142,0.0,3.711,-34.82,-58.622,-21.681,45.275,0.0,-51.848,0.0
91,-2.1529,-12.5234,77.6488,-2.185,-7.754,26.787,-8.77,28.207,21.39,16.258,-5.942,12.34,12.881,-3.492,-17.337,9.913,-3.898,15.0,-4.939,3.21,18.124,-74.033,70.995,-17.768,52.765,0.523,0.0,3.915,-37.016,-62.473,-23.359,43.906,0.0,-52.361,0.0
92,-2.0866,-12.2109,77.587,-2.45,-7.547,26.872,-8.797,28.359,21.831,15.593,-2.824,11.926,12.874,-3.442,-17.408,9.749,0.287,15.0,-5.164,3.04,17.914,-80.329,72.685,-20.828,52.856,0.349,0.0,4.157,-39.199,-66.254,-24.324,42.807,0.0,-52.714,0.0
93,-2.0129,-11.8567,77.5196,-2.712,-7.341,26.978,-8.879,28.555,22.39,14.916,5.543,11.604,12.88,-3.396,-17.422,9.605,4.187,15.0,-5.397,2.79,17.764,-87.04,74.421,-27.587,52.586,0.019,0.0,4.437,-41.357,-69.914,-24.828,41.483,0.0,-52.979,0.0
94,-1.9327,-11.4645,77.4479,-2.964,-7.124,27.112,-9.048,28.803,23.097,14.473,12.433,11.393,12.884,-3.381,-17.437,9.503,7.765,15.0,-5.484,2.51,17.665,-93.21,75.564,-32.651,50.91,0.0,0.0,4.757,-42.705,-73.637,-25.887,40.058,0.0,-53.277,0.0
95,-1.8475,-11.0393,77.3716,-3.206,-6.887,27.267,-9.266,29.148,24.143,14.184,19.19,11.298,12.899,-3.437,-17.587,9.491,7.86,15.0,-5.632,2.134,17.634,-99.62,76.964,-47.42,47.382,-0.001,0.0,5.111,-44.207,-77.093,-26.864,38.899,0.0,-53.729,0.0
96,-1.7596,-10.5837,77.2904,-3.442,-6.616,27.432,-9.534,29.618,25.584,14.299,17.043,11.301,12.913,-3.55,-17.848,9.792,-3.508,15.0,-5.741,1.649,17.525,-105.625,76.527,-50.341,48.758,0.001,0.0,5.495,-46.045,-80.12,-27.09,37.72,0.0,-54.317,0.0
97,-1.6706,-10.1025,77.2042,-3.681,-6.31,27.591,-9.923,30.178,27.15,14.653,14.354,11.425,12.905,-3.672,-18.096,9.892,-8.227,15.0,-5.57,1.074,17.468,-111.957,74.231,-37.309,54.319,0.17,0.0,5.903,-45.916,-83.125,-29.061,35.791,0.0,-55.051,0.0
98,-1.5796,-9.5955,77.1113,-3.933,-5.967,27.75,-10.361,30.873,29.003,15.555,-3.055,11.684,12.873,-3.805,-18.371,9.863,-8.325,15.0,-5.383,0.405,17.488,-118.407,71.365,-10.952,65.448,0.286,0.0,6.331,-44.877,-85.86,-31.907,34.192,0.0,-55.969,0.0
99,-1.4863,-9.0641,77.0119,-4.214,-5.591,27.902,-10.956,31.616,30.668,16.654,-18.878,12.071,12.817,-3.926,-18.61,9.945,-11.909,15.0,-5.265,-0.313,17.521,-124.032,68.26,27.241,78.035,-0.273,0.0,6.778,-43.949,-88.179,-34.705,32.592,0.0,-56.913,0.0
100,-1.3936,-8.5108,76.9065,-4.506,-5.205,28.049,-11.661,32.477,32.338,17.586,-21.907,12.411,12.752,-4.044,-18.872,9.987,-14.085,15.0,-5.345,-1.114,17.572,-129.371,65.814,64.743,92.54,-1.202,0.0,7.242,-43.583,-89.988,-36.425,31.146,0.0,-57.751,0.0
101,-1.3049,-7.9325,76.7916,-4.826,-4.808,28.2,-12.547,33.367,33.693,18.697,-23.867,12.571,12.675,-4.147,-19.113,10.018,-15.746,15.0,-5.496,-1.958,17.633,-133.685,63.289,109.193,106.281,-2.211,0.0,7.726,-43.05,-91.386,-38.241,29.608,0.0,-58.415,0.0
102,-1.2208,-7.3261,76.6652,-5.174,-4.384,28.353,-13.601,34.259,34.742,19.585,-11.585,12.464,12.571,-4.264,-19.386,9.919,-12.328,15.0,-5.736,-2.713,17.71,-135.181,63.867,99.751,103.439,-3.037,0.0,8.234,-43.744,-92.563,-38.974,27.993,0.0,-58.911,0.0
103,-1.1432,-6.6849,76.5267,-5.553,-3.926,28.511,-14.788,35.189,35.672,20.767,-4.619,12.043,12.413,-4.286,-19.311,9.604,-1.369,15.0,-6.266,-3.51,17.76,-136.499,65.401,91.858,101.89,-3.453,0.0,8.771,-47.016,-93.084,-36.906,26.714,0.0,-59.299,0.0
104,-1.0749,-6.0037,76.3767,-5.944,-3.429,28.676,-16.114,36.184,36.56,22.261,-2.629,11.296,12.258,-4.349,-19.384,9.653,-4.028,15.0,-6.833,-4.287,17.731,-135.771,67.687,84.101,92.045,-3.265,0.0,9.342,-51.957,-93.192,-32.755,25.432,0.0,-59.61,0.0
105,-1.0182,-5.2789,76.2111,-6.356,-2.898,28.853,-17.553,37.207,37.367,23.77,4.405,10.282,12.105,-4.421,-19.46,9.579,-2.14,15.0,-7.119,-5.117,17.816,-135.645,68.239,22.782,88.863,-2.309,0.0,9.956,-55.496,-93.414,-29.787,24.318,0.0,-59.911,0.0
106,-0.9732,-4.4984,76.0196,-6.839,-2.366,29.053,-19.013,38.271,38.332,25.682,-0.507,9.084,11.939,-4.542,-19.637,9.64,-2.113,15.0,-7.742,-6.183,17.762,-135.476,69.771,-34.519,85.312,-0.963,0.0,10.617,-72.445,-91.977,-13.768,23.085,0.0,-60.296,0.0
107,-0.9356,-3.6608,75.801,-7.371,-1.852,29.259,-20.636,39.349,39.15,27.747,-2.756,7.737,11.766,-4.662,-19.89,9.786,-5.115,15.0,-7.307,-6.716,18.365,-134.078,70.92,-75.526,80.687,0.15,0.0,11.324,-54.649,-94.484,-30.927,23.226,0.0,-60.669,0.0
108,-0.9012,-2.7653,75.5539,-7.925,-1.305,29.472,-22.493,40.38,39.63,29.813,2.408,6.136,11.55,-4.791,-20.251,10.01,-9.672,15.0,-6.989,-7.377,18.893,-132.658,71.998,-98.43,77.162,1.255,0.0,12.13,-42.813,-96.217,-42.156,23.466,0.0,-60.977,0.0
109,-0.8693,-1.8129,75.2785,-8.578,-0.602,29.732,-24.693,41.294,39.531,32.321,1.979,4.25,11.242,-4.885,-20.718,10.283,-13.751,15.0,-6.861,-8.169,19.311,-131.796,73.027,-103.022,73.979,2.275,0.0,12.988,-37.135,-97.095,-47.325,23.973,0.0,-61.218,0.0
110,-0.8413,-0.8043,74.9761,-9.379,0.253,30.047,-27.289,42.008,38.706,34.975,5.774,2.099,10.828,-4.91,-21.177,10.477,-13.684,15.0,-6.653,-8.969,19.537,-128.634,73.875,-108.524,65.482,3.136,0.0,13.775,-37.523,-97.581,-46.673,24.309,0.0,-61.382,0.0
111,-0.8164,0.2622,74.6352,-10.187,1.22,30.406,-30.287,42.462,37.059,38.082,1.183,-0.237,10.278,-4.816,-21.368,10.721,-12.98,15.0,-6.731,-9.911,19.565,-126.285,73.745,-65.174,65.72,3.787,0.0,14.406,-45.266,-97.105,-38.701,24.837,0.0,-61.418,0.0
112,-0.7948,1.3749,74.2525,-11.03,2.267,30.82,-33.652,42.657,34.663,41.13,5.663,-2.653,9.663,-4.773,-21.761,11.077,-14.008,15.0,-7.09,-10.987,19.464,-123.546,75.123,-32.624,59.392,4.227,0.0,14.833,-60.095,-95.721,-24.173,25.532,0.0,-61.358,0.0
113,-0.7805,2.5341,73.8329,-11.891,3.371,31.299,-37.252,42.578,31.766,44.321,8.906,-5.057,9.017,-4.777,-22.208,11.491,-14.713,15.0,-7.654,-12.279,19.267,-122.03,75.01,-46.255,63.232,4.531,0.0,15.051,-81.291,-93.424,-3.701,26.455,0.0,-61.279,0.0
114,-0.7791,3.7516,73.3881,-12.74,4.567,31.812,-40.943,42.231,28.737,47.696,6.251,-7.512,8.35,-4.87,-22.748,12.015,-15.21,15.0,-8.52,-13.771,19.019,-120.552,75.942,-46.913,63.377,4.834,0.0,15.093,-109.323,-90.235,23.136,27.355,0.0,-61.3,0.0
115,-0.7934,5.0436,72.9248,-13.616,5.833,32.397,-44.657,41.627,25.741,51.006,3.835,-9.905,7.667,-5.026,-23.372,12.628,-16.428,15.0,-8.491,-14.826,19.487,-118.516,76.524,-47.271,62.842,5.206,0.0,15.034,-102.422,-91.015,16.166,29.337,0.0,-61.353,0.0
116,-0.8261,6.4178,72.4519,-14.534,7.204,33.234,-48.222,40.736,23.004,54.222,-6.15,-11.973,6.948,-5.254,-24.082,13.116,-11.073,15.0,-9.013,-16.191,19.801,-117.179,77.676,-51.04,61.967,5.693,0.0,15.0,-109.198,-90.171,22.274,30.85,0.0,-61.334,0.0
117,-0.8799,7.8671,71.9871,-15.468,8.762,34.233,-51.663,39.576,20.577,56.925,-7.433,-13.574,6.198,-5.498,-24.93,13.829,-16.949,15.0,-9.717,-17.602,20.174,-116.116,79.137,-57.435,60.655,6.314,0.0,15.0,-116.481,-89.208,28.934,32.217,0.0,-61.287,0.0
118,-0.9559,9.3972,71.553,-16.47,10.543,35.326,-54.91,38.153,18.515,59.44,-15.812,-14.626,5.424,-5.756,-25.831,14.121,-14.603,15.0,-10.198,-18.983,20.523,-113.485,78.668,-49.839,61.238,7.041,0.0,15.0,-122.104,-88.491,34.079,32.965,0.0,-61.257,0.0
119,-1.0457,11.008,71.1669,-17.449,12.596,36.475,-57.935,36.519,16.853,61.359,-20.023,-15.0,4.555,-6.07,-26.778,14.158,-11.857,15.0,-10.867,-20.373,20.813,-111.122,78.73,-47.039,61.148,7.834,0.0,15.0,-127.68,-87.413,39.297,33.493,0.0,-61.218,0.0
120,-1.1376,12.695,70.8402,-18.44,14.917,37.587,-64.423,36.793,25.319,69.078,-17.506,-15.0,3.557,-6.326,-27.521,13.916,-11.163,15.0,-11.513,-21.669,21.029,-108.531,78.61,-43.962,61.188,8.635,0.0,15.0,-132.988,-86.055,44.436,33.956,0.0,-61.205,0.0
121,-1.2194,14.4608,70.5938,-19.46,17.46,38.531,-61.196,31.762,7.693,59.511,-20.933,-15.0,2.422,-6.431,-27.975,13.063,-7.057,15.0,-12.029,-22.798,21.229,-105.754,78.488,-41.358,60.593,9.397,0.0,15.0,-137.878,-84.524,49.656,34.167,0.0,-61.209,0.0
122,-1.2896,16.2985,70.4279,-20.755,20.274,39.18,-63.385,29.58,5.45,58.984,-26.493,-15.0,1.137,-6.363,-27.616,11.575,0.263,15.0,-12.572,-23.924,21.209,-103.324,78.271,-38.364,61.552,10.097,0.0,15.0,-140.489,-82.448,51.942,34.365,0.0,-61.365,0.0
123,-1.3395,18.2115,70.3429,-22.569,23.129,39.539,-60.928,25.598,-9.881,50.603,-33.071,-15.0,-0.127,-5.938,-25.645,9.648,9.129,15.0,-12.926,-24.89,21.155,-101.264,78.121,-36.264,62.907,10.702,0.0,15.0,-142.19,-80.02,53.643,34.724,0.0,-61.747,0.0
124,-1.3439,20.2027,70.3163,-24.878,26.005,39.431,-51.605,19.467,-43.627,31.334,-48.254,-15.0,-1.338,-4.532,-20.725,7.552,20.649,15.0,-13.025,-25.647,21.131,-99.599,78.181,-35.227,63.958,11.176,0.0,16.364,-143.434,-77.41,55.244,35.354,0.0,-62.159,0.0
125,-1.293,22.2712,70.3242,-27.507,28.849,38.927,-47.698,16.251,-62.963,20.61,-47.413,-15.0,-2.516,-2.008,-13.302,6.126,20.574,15.0,-12.84,-26.198,21.152,-98.116,78.284,-34.509,64.634,11.505,0.0,15.454,-144.459,-74.783,57.256,36.313,0.0,-62.572,0.0
126,-1.1927,24.4358,70.3545,-31.002,31.509,38.123,-49.168,15.771,-67.694,18.881,-45.703,-15.0,-3.402,0.888,-5.002,5.006,29.017,15.0,-12.588,-26.727,21.061,-96.833,78.398,-33.97,64.898,11.701,0.0,12.921,-145.167,-72.142,59.534,37.491,0.0,-62.933,0.0
127,-1.0546,26.6934,70.3339,-34.787,34.114,37.2,-55.955,17.786,-57.577,26.091,-43.978,-15.0,-3.798,3.26,2.059,4.609,30.0,15.0,-12.52,-27.379,20.683,-95.534,78.443,-33.104,64.666,11.796,0.0,9.415,-145.631,-69.576,61.981,38.71,0.0,-63.168,0.0
128,-0.8595,29.0025,70.2006,-38.329,37.051,36.1,-68.161,22.208,-32.766,42.191,-36.496,-15.0,-3.449,4.731,6.208,4.736,29.978,15.0,-12.574,-28.014,20.167,-94.433,78.338,-32.211,64.095,11.784,0.0,5.583,-146.383,-67.343,65.164,39.764,0.0,-63.415,0.0
129,-0.6021,31.3465,69.9795,-41.819,40.475,34.587,-74.4,22.74,-24.244,47.192,-35.286,-15.0,-2.302,5.047,6.697,5.219,29.33,15.0,-12.68,-28.504,19.542,-93.78,78.19,-31.689,63.151,11.674,0.0,2.077,-147.231,-65.449,68.281,40.444,0.0,-63.687,0.0
130,-0.3466,33.7618,69.7662,-45.845,43.906,32.694,-87.887,26.808,4.226,64.315,-34.924,-15.0,-0.543,3.968,4.105,6.0,29.413,15.0,-12.918,-29.026,18.522,-94.071,77.87,-30.806,63.875,11.523,0.0,-0.455,-147.193,-63.535,69.451,41.022,0.0,-64.121,0.0
131,-0.1694,36.2783,69.6485,-51.494,46.638,29.953,-93.0,27.12,9.501,67.133,-36.116,-15.0,1.711,1.83,0.164,7.167,29.531,15.0,-12.923,-29.392,17.43,-95.503,77.472,-31.219,64.941,11.358,0.0,-1.364,-147.79,-61.788,71.062,41.522,0.0,-65.026,0.0
132,-0.0757,38.8289,69.5871,-58.152,48.985,25.836,-91.474,25.133,-2.758,58.935,-39.377,-15.0,4.155,-0.576,-3.31,8.813,29.324,15.0,-13.806,-29.568,15.782,-98.248,79.4,-39.129,65.258,11.198,0.0,0.0,-163.571,-53.255,86.867,44.546,0.0,-66.139,0.0
133,-0.0519,41.3528,69.581,-65.451,50.689,20.106,-93.538,25.042,-4.902,56.461,-44.802,-15.0,6.581,-2.943,-6.175,10.992,29.623,15.0,-11.118,-29.609,16.162,-102.384,75.013,-33.021,67.202,11.052,0.0,0.0,-140.041,-63.097,63.496,41.428,0.0,-66.883,0.0
134,-0.0895,43.9034,69.7091,-73.367,51.375,14.14,-95.116,25.137,-7.51,52.666,-32.544,-15.0,9.116,-5.538,-9.015,13.604,29.477,15.0,-8.844,-29.619,16.419,-107.338,71.419,-30.645,68.563,10.94,0.0,-0.0,-123.879,-69.646,47.353,39.846,0.0,-67.039,0.0
135,-0.176,46.5489,70.0067,-81.459,51.299,8.704,-95.947,25.454,-10.403,47.916,-24.841,-15.0,11.743,-8.557,-12.084,16.314,29.553,15.0,-8.323,-29.717,15.73,-112.845,70.711,-37.461,68.061,10.916,0.0,0.0,-129.944,-65.493,53.297,43.563,0.0,-66.518,0.0
136,-0.2985,49.3205,70.46,-89.28,50.547,4.076,-96.139,26.141,-13.617,42.027,-14.377,-15.0,14.527,-11.704,-15.003,18.68,30.0,15.0,-4.61,-29.794,16.839,-117.796,64.183,-29.998,68.79,10.985,0.0,0.0,-103.248,-77.557,26.451,40.359,0.0,-65.687,0.0
137,-0.4349,52.1715,71.0003,-96.656,49.296,0.025,-95.853,27.23,-17.118,35.493,-15.609,-15.0,17.424,-14.845,-17.49,21.055,27.245,15.0,-1.45,-29.748,17.754,-123.025,58.898,-28.09,68.852,11.141,0.0,-0.0,-90.888,-82.723,13.222,41.281,0.0,-65.057,0.0
138,-0.571,55.0162,71.6163,-103.24,47.318,-3.814,-95.62,28.938,-19.671,28.896,-16.322,-15.0,20.224,-17.973,-19.299,23.089,23.202,15.0,1.064,-29.737,18.382,-128.552,54.879,-32.897,68.721,10.925,0.0,-0.0,-93.011,-81.421,15.518,45.884,0.0,-65.011,0.0
139,-0.7305,57.8406,72.2832,-109.125,45.2,-6.596,-95.781,31.063,-20.854,23.674,-19.066,-15.0,22.559,-20.878,-20.07,24.898,21.385,15.0,1.513,-29.794,17.615,-133.683,53.711,-29.75,66.143,10.171,0.0,-0.0,-105.429,-74.214,21.588,55.127,0.0,-66.026,0.0
140,-0.9361,60.6914,72.9282,-114.716,43.369,-8.505,-96.686,33.177,-21.188,20.626,-17.812,-11.745,24.202,-23.454,-20.105,26.573,19.961,15.0,2.378,-29.443,18.193,-140.079,52.723,-43.392,69.716,10.855,0.0,-0.0,-124.723,-52.922,53.534,66.193,0.0,-67.751,0.0
141,-1.1847,63.5854,73.512,-120.36,41.842,-10.344,-98.051,35.001,-21.258,20.008,-15.34,-5.612,25.182,-25.644,-19.8,27.862,20.417,15.0,6.273,-29.012,20.485,-144.69,45.972,-99.429,71.961,10.063,0.0,-0.0,-137.93,-59.133,75.9,66.211,0.0,-68.892,0.0
142,-1.4567,66.5056,74.0058,-126.324,40.275,-12.683,-99.074,36.365,-21.496,20.961,1.419,1.523,25.427,-27.184,-19.507,28.62,22.271,15.0,7.607,-28.788,21.327,-148.395,41.143,-13.485,79.475,8.281,0.0,-0.0,-176.998,-64.06,134.234,65.459,0.0,-68.639,0.0
143,-1.7196,69.4218,74.2984,-131.641,38.861,-14.492,-98.905,37.522,-21.895,22.791,13.428,8.362,24.853,-28.113,-19.318,28.464,25.963,15.0,7.445,-29.169,21.0,-151.652,37.717,72.458,83.921,6.027,0.0,-0.0,-91.054,-77.167,48.29,61.571,0.0,-66.504,0.0
144,-1.9366,72.331,74.3833,-136.449,37.305,-15.842,-97.059,38.714,-22.323,24.042,25.265,13.606,23.483,-28.651,-19.629,27.124,30.0,15.0,8.622,-28.997,20.555,-152.1,32.587,111.916,84.485,3.753,0.0,0.0,-5.111,-100.799,-37.654,51.894,0.0,-62.66,0.0
145,-2.081,75.2355,74.3071,-141.862,35.396,-17.661,-93.261,40.269,-22.346,24.144,27.052,15.0,21.674,-29.091,-21.204,24.997,28.431,15.0,6.329,-28.084,17.565,-151.121,34.857,127.788,78.265,1.746,0.0,-0.0,-11.053,-101.761,-55.608,51.159,0.0,-57.766,0.0
146,-2.1289,78.1072,74.0487,-146.583,32.928,-19.056,-87.663,42.548,-21.137,22.946,28.32,15.0,19.765,-29.478,-24.074,22.053,29.218,15.0,3.462,-27.33,14.169,-150.025,38.535,150.0,69.024,-0.055,0.0,-0.0,-65.935,-103.552,-11.521,51.921,0.0,-52.491,0.0
147,-2.0971,80.8914,73.6471,-150.769,30.15,-19.891,-80.264,45.482,-18.474,21.051,26.64,15.0,17.96,-29.832,-28.026,18.738,30.0,15.0,0.048,-26.438,10.532,-148.462,44.702,64.057,49.499,-1.072,0.0,-0.0,-83.403,-102.876,-6.48,55.711,0.0,-47.575,0.0
148,-2.0267,83.5223,73.0744,-154.528,28.241,-19.517,-71.219,48.746,-14.148,18.745,28.175,15.0,16.278,-30.357,-32.317,15.479,29.306,15.0,0.165,-24.455,9.94,-148.762,45.955,-21.887,55.68,-0.0,0.0,-0.0,-51.228,-101.545,-29.33,58.257,0.0,-43.213,0.0
149,-1.9244,85.9733,72.3603,-158.193,26.889,-18.31,-60.663,51.852,-8.22,16.498,29.355,15.0,14.688,-31.21,-36.148,12.438,28.526,15.0,0.53,-22.456,9.208,-146.988,48.211,-89.678,55.149,-0.0,0.0,-0.0,-41.117,-103.475,-39.947,55.897,0.0,-39.098,0.0
150,-1.7806,88.2467,71.6298,-161.231,25.759,-16.5,-49.084,54.155,-1.344,14.626,29.762,15.0,12.881,-32.291,-38.774,9.814,27.13,15.0,1.007,-20.386,8.634,-145.51,49.282,-114.762,58.972,-0.0,0.0,-0.0,-32.502,-104.082,-50.266,50.104,0.0,-35.151,0.0
151,-1.6197,90.3447,70.9699,-163.609,24.544,-14.613,-37.359,55.286,5.66,13.045,29.863,15.0,10.569,-33.706,-40.11,7.688,25.411,15.0,1.522,-18.398,8.087,-144.306,50.89,-118.581,57.527,-0.0,0.0,-0.0,-18.977,-106.23,-65.637,41.024,0.0,-31.462,0.0
152,-1.4965,92.2718,70.3589,-166.228,23.605,-13.097,-26.556,55.068,12.199,11.661,30.0,15.0,7.364,-35.678,-40.73,6.156,24.386,15.0,0.654,-15.377,6.409,-141.659,56.969,-130.625,41.822,-0.0,0.0,-0.0,-43.712,-92.765,-44.428,35.704,0.0,-28.128,0.0
153,-1.4418,93.976,69.7808,-169.131,22.797,-11.999,-17.315,53.72,17.576,10.58,29.628,15.0,3.37,-38.048,-40.93,5.191,21.211,15.0,-1.051,-11.977,4.038,-139.361,62.003,-124.483,45.887,-0.0,0.0,-0.0,-91.352,-70.856,-1.543,32.877,0.0,-25.312,0.0
154,-1.4054,95.4885,69.3588,-172.471,22.072,-11.094,-9.803,51.614,21.067,9.792,29.58,15.0,-1.255,-40.537,-41.128,4.478,19.933,15.0,-2.092,-8.888,2.524,-138.02,65.515,-64.133,44.505,0.0,0.0,0.0,-114.995,-59.125,20.17,29.158,0.0,-23.277,0.0
155,-1.3225,97.0104,69.169,-175.682,21.348,-10.007,-3.771,49.155,22.421,9.234,28.459,15.0,-6.504,-42.953,-41.429,4.068,15.585,15.0,-2.452,-5.894,1.897,-137.784,68.096,21.811,37.161,-0.0,0.0,0.0,-121.917,-54.738,43.853,18.702,0.0,-22.167,0.0
156,-1.1938,98.6377,69.1658,-178.667,21.464,-8.497,1.353,46.707,22.721,8.907,27.756,15.0,-12.616,-45.194,-41.69,3.847,12.144,15.0,-1.583,-3.025,2.305,-139.163,68.215,89.311,38.926,-0.0,0.0,-0.0,-106.831,-59.399,20.787,23.241,0.0,-21.963,0.0
