Frame,root_translateX,root_translateY,root_translateZ,root_rotateX,root_rotateY,root_rotateZ,left_hip_pitch_joint_dof,left_hip_roll_joint_dof,left_hip_yaw_joint_dof,left_knee_joint_dof,left_ankle_pitch_joint_dof,left_ankle_roll_joint_dof,right_hip_pitch_joint_dof,right_hip_roll_joint_dof,right_hip_yaw_joint_dof,right_knee_joint_dof,right_ankle_pitch_joint_dof,right_ankle_roll_joint_dof,waist_yaw_joint_dof,waist_roll_joint_dof,waist_pitch_joint_dof,left_shoulder_pitch_joint_dof,left_shoulder_roll_joint_dof,left_shoulder_yaw_joint_dof,left_elbow_joint_dof,left_wrist_roll_joint_dof,left_wrist_pitch_joint_dof,left_wrist_yaw_joint_dof,right_shoulder_pitch_joint_dof,right_shoulder_roll_joint_dof,right_shoulder_yaw_joint_dof,right_elbow_joint_dof,right_wrist_roll_joint_dof,right_wrist_pitch_joint_dof,right_wrist_yaw_joint_dof
66,55.6236,104.1035,70.701,165.457,26.065,-28.349,18.785,36.686,21.303,9.874,17.88,15.0,-51.893,-48.62,-23.693,5.874,3.707,15.0,-2.292,9.788,7.206,-151.741,60.856,143.942,79.575,-0.0,0.0,-0.0,-115.941,-51.478,-91.75,92.728,0.0,-36.696,0.0
67,56.703,105.627,71.1143,161.108,28.186,-28.65,20.673,35.931,23.166,9.541,15.38,15.0,-58.392,-47.564,-16.756,6.522,2.543,15.0,-3.871,12.045,9.564,-154.341,57.722,57.998,79.059,-0.0,0.0,-0.0,-114.41,-52.247,-57.366,78.924,0.0,-43.283,0.0
68,57.835,107.2189,71.5037,155.821,30.299,-29.926,22.138,35.594,26.413,8.863,17.487,15.0,-63.656,-46.532,-11.18,7.113,-2.898,15.0,-5.831,14.305,12.292,-157.144,55.537,-27.946,72.412,0.0,0.0,-0.0,-111.891,-53.951,-0.176,54.546,0.0,-50.976,0.0
69,59.0123,108.8184,71.8379,150.23,32.254,-31.523,22.729,34.613,27.394,8.232,14.766,15.0,-68.002,-45.685,-7.5,7.617,0.184,15.0,-7.641,16.567,15.044,-159.375,51.182,-90.305,57.22,0.0,0.0,-0.0,-110.282,-55.936,20.628,38.597,0.0,-59.121,0.0
70,60.2397,110.4121,72.0603,144.526,34.152,-33.409,20.894,34.494,44.017,8.184,17.922,15.0,-71.654,-45.055,-5.853,8.095,3.188,15.0,-9.234,18.857,17.644,-161.366,45.808,-106.262,58.872,0.0,0.0,0.316,-111.851,-56.609,51.565,46.415,0.0,-66.646,0.0
71,61.5808,112.0068,72.1478,138.867,36.099,-35.576,21.624,31.677,35.008,6.711,24.533,15.0,-74.751,-44.417,-5.231,8.538,8.011,15.0,-10.157,21.201,19.698,-161.528,39.768,-132.288,71.463,0.0,0.0,0.28,-114.037,-56.764,50.779,63.931,0.0,-72.308,0.0
72,63.0418,113.611,72.1122,133.055,37.867,-37.551,26.016,26.277,20.835,3.539,19.087,15.0,-77.243,-43.536,-4.789,9.174,15.237,15.0,-10.535,23.33,21.372,-161.178,36.036,-136.497,73.514,0.0,0.0,-0.324,-114.415,-57.284,59.893,71.034,0.0,-75.084,0.0
73,64.5906,115.2036,71.9199,127.231,39.693,-39.277,28.519,21.921,-31.273,1.404,8.003,15.0,-79.153,-42.107,-3.201,10.795,13.185,15.0,-10.078,25.422,22.536,-158.395,34.204,-133.976,70.162,-0.0,0.0,-1.399,-113.944,-58.291,63.849,75.056,0.0,-74.432,0.0
74,66.1824,116.7635,71.5269,121.166,41.827,-41.359,27.076,19.235,-117.216,0.56,7.171,15.0,-80.361,-40.486,-1.801,13.519,4.204,15.0,-9.115,27.122,23.271,-155.017,32.384,-119.031,64.77,-0.0,0.0,-2.845,-111.752,-59.673,61.858,76.311,0.0,-70.497,0.0
75,67.7987,118.3223,70.9378,114.774,44.111,-44.001,28.494,15.299,-31.273,-1.295,-2.914,15.0,-80.978,-38.511,-0.464,17.579,-7.734,15.0,-7.583,28.389,23.632,-151.95,30.9,-76.168,67.026,0.0,0.0,-4.609,-108.002,-61.392,53.389,74.438,0.0,-63.95,0.0
76,69.5098,119.9364,70.1641,107.412,46.071,-47.63,27.342,13.398,54.671,-1.986,-3.525,15.0,-81.048,-36.212,0.348,22.941,-22.69,15.0,-5.288,29.161,23.595,-149.549,28.812,2.042,85.316,0.0,0.0,-6.525,-102.81,-63.611,38.878,69.63,0.0,-55.439,0.0
77,71.3379,121.6044,69.2364,100.162,47.675,-50.966,23.037,12.765,78.715,-1.088,-4.718,15.0,-80.953,-33.533,0.567,29.306,-29.824,15.0,-2.392,29.453,23.28,-147.21,26.318,18.32,91.589,0.001,0.0,-8.308,-96.481,-66.038,17.97,61.47,0.0,-45.597,0.0
78,73.1673,123.2978,68.1933,93.101,49.811,-54.843,15.755,14.006,69.294,0.995,4.8,15.0,-80.753,-30.426,-0.079,35.889,-39.672,15.0,0.648,29.562,22.83,-144.985,27.835,27.564,87.635,0.001,0.0,-9.719,-92.38,-66.677,24.383,67.868,0.0,-34.912,0.0
79,74.9484,125.0055,67.1746,85.867,52.035,-59.166,11.073,12.849,56.76,1.596,15.709,15.0,-80.514,-26.972,-1.291,41.76,-43.231,15.0,4.387,29.628,21.873,-140.385,31.624,41.578,79.759,0.002,0.0,-11.312,-87.403,-67.648,21.132,69.017,0.0,-24.197,0.0
80,76.7418,126.7032,66.3394,78.741,53.917,-63.477,8.071,10.441,61.542,0.986,19.697,15.0,-80.166,-23.291,-2.801,46.418,-47.203,15.0,7.994,29.565,21.122,-137.675,36.421,-4.419,49.336,0.002,0.0,-12.822,-83.716,-67.902,16.249,70.687,0.0,-14.047,0.0
81,78.4868,128.3289,65.7967,71.701,55.383,-67.802,1.903,9.074,41.338,1.694,19.824,15.0,-79.735,-19.742,-4.509,49.154,-34.824,15.0,11.604,29.549,20.499,-133.453,42.263,-63.102,14.155,0.001,0.0,-13.971,-80.525,-68.334,12.986,71.721,0.0,-5.017,0.0
82,80.0905,129.8722,65.536,64.974,56.395,-72.224,-5.518,7.888,11.326,2.543,22.356,15.0,-79.144,-16.654,-6.42,50.612,-28.578,15.0,14.935,29.492,20.024,-126.607,45.119,-104.12,-15.425,0.001,0.0,-14.697,-76.778,-68.48,-9.408,71.681,0.0,2.068,0.0
83,81.5195,131.3493,65.5449,58.647,56.796,-76.796,-7.824,4.608,23.425,1.337,14.539,15.0,-78.473,-14.139,-8.154,51.392,-24.465,15.0,17.322,29.437,20.142,-118.635,45.542,-111.789,-27.995,0.001,0.0,-15.074,-76.322,-69.213,3.945,75.064,0.0,6.613,0.0
84,82.805,132.7821,65.8082,52.432,56.474,-81.2,-11.166,3.109,21.943,0.952,5.961,15.0,-77.868,-12.22,-9.631,52.357,-25.892,15.0,18.724,29.355,20.817,-109.959,42.481,-86.364,-19.361,0.197,0.0,-15.164,-75.187,-70.502,14.551,77.328,0.0,8.481,0.0
85,83.9872,134.1737,66.2634,46.68,55.439,-84.817,-13.725,2.562,22.132,0.879,0.733,15.0,-77.642,-10.983,-11.086,54.103,-28.143,15.0,18.558,29.332,22.209,-100.156,40.426,-89.329,-24.155,1.235,0.0,-15.067,-74.076,-71.53,21.595,78.492,0.0,7.397,0.0
86,85.0507,135.4721,66.7942,42.008,53.883,-87.486,-15.368,2.847,23.333,0.873,-0.688,15.0,-77.773,-10.433,-12.641,56.721,-33.833,15.0,17.607,29.471,23.708,-92.275,35.564,-77.683,1.098,0.093,0.0,-15.0,-70.781,-73.1,25.978,78.137,0.0,3.686,0.0
87,86.0469,136.6893,67.2471,37.952,52.146,-89.195,-16.115,3.744,25.263,0.713,2.744,15.0,-78.11,-10.63,-14.331,59.846,-39.139,15.0,15.66,29.562,25.416,-83.71,32.46,-30.608,16.61,-2.58,0.0,-15.0,-66.909,-74.811,29.864,76.931,0.0,-1.886,0.0
88,87.0103,137.8524,67.5699,34.505,50.234,-89.94,-16.07,5.082,27.688,0.453,10.769,15.0,-78.278,-11.427,-16.217,62.874,-46.178,15.0,13.201,29.35,27.034,-79.074,26.881,19.564,38.919,-6.133,0.0,-15.0,-61.805,-75.44,22.959,74.972,0.0,-8.021,0.0
89,87.9074,138.9408,67.8384,31.799,48.051,-89.934,-15.533,6.488,29.309,0.759,6.776,15.0,-77.858,-12.637,-18.394,64.717,-40.766,15.0,10.891,28.751,28.14,-73.412,23.086,105.508,57.415,-9.918,0.0,-15.0,-55.644,-75.717,11.142,72.462,0.0,-13.711,0.0
90,88.7411,139.954,68.1002,29.766,45.784,-89.425,-14.485,8.108,31.347,0.624,18.426,15.0,-76.665,-14.071,-20.853,65.32,-32.096,15.0,8.734,27.789,28.906,-66.847,21.72,19.564,57.51,-13.285,0.0,-15.0,-49.863,-74.835,-12.316,70.751,0.0,-18.33,0.0
91,89.5147,140.9015,68.3674,27.802,43.67,-88.66,-13.11,9.624,33.263,0.775,20.497,15.0,-74.768,-15.562,-23.42,64.92,-26.347,15.0,7.138,26.543,29.258,-61.125,19.814,105.508,69.974,-15.585,0.0,-15.0,-46.568,-73.888,-1.531,73.641,0.0,-21.507,0.0
92,90.2477,141.7998,68.6451,26.316,41.601,-87.715,-11.632,10.841,34.412,1.19,14.443,15.0,-72.488,-16.934,-25.921,63.996,-27.007,15.0,5.909,25.083,29.505,-54.569,20.662,19.564,60.742,-16.168,0.0,-15.0,-42.708,-72.637,-1.765,75.641,0.0,-23.262,0.0
93,90.9676,142.6668,68.9376,24.914,39.61,-86.776,-10.211,11.753,34.933,1.548,13.773,15.0,-70.319,-18.191,-28.205,62.99,-25.943,15.0,5.339,23.718,29.47,-49.102,21.187,105.508,59.581,-15.0,0.0,-15.0,-38.86,-70.999,-6.175,77.505,0.0,-24.28,0.0
94,91.6902,143.5132,69.2534,23.719,37.791,-85.695,-8.798,12.291,34.727,1.812,10.002,15.0,-68.415,-19.365,-30.232,62.235,-29.489,15.0,5.402,22.62,29.149,-44.92,20.79,32.648,71.602,-15.0,0.0,-15.0,-35.103,-69.529,-15.439,78.992,0.0,-24.92,0.0
95,92.4123,144.3426,69.6045,22.675,36.134,-84.445,-7.42,12.584,34.388,1.754,12.616,15.0,-66.811,-20.542,-31.983,61.831,-38.304,15.0,5.353,21.721,28.981,-39.767,22.998,35.337,61.22,-15.0,0.0,-15.0,-32.586,-68.283,-20.794,80.249,0.0,-25.337,0.0
96,93.1301,145.1618,69.989,21.808,34.601,-83.061,-6.019,12.973,35.063,1.987,3.777,15.0,-65.354,-21.755,-33.64,61.213,-36.83,15.0,5.566,21.078,28.457,-35.856,23.907,11.797,66.213,-15.0,0.0,-15.0,-30.751,-66.336,-36.518,80.673,0.0,-25.787,0.0
97,93.8445,145.9725,70.3864,20.937,33.106,-81.587,-4.739,13.375,36.034,2.087,2.975,15.0,-63.849,-22.974,-35.265,60.304,-30.06,15.0,5.633,20.635,27.838,-31.44,26.538,-10.222,54.766,-15.029,0.0,-15.0,-30.091,-65.506,-37.057,81.805,0.0,-26.585,0.0
98,94.5518,146.7758,70.7884,20.072,31.653,-79.978,-3.581,13.889,37.316,2.311,5.685,15.0,-62.18,-24.102,-36.883,59.022,-20.376,15.0,5.509,20.262,27.217,-27.088,30.074,-47.558,36.17,-14.982,0.0,-15.0,-30.179,-64.832,-32.983,82.707,0.0,-27.791,0.0
99,95.2216,147.5893,71.1984,19.265,30.142,-78.317,-2.504,14.448,38.73,2.584,3.402,15.0,-60.305,-25.106,-38.46,57.701,-19.901,15.0,5.445,19.9,26.55,-24.299,31.867,-49.198,36.059,-14.943,0.0,-15.0,-30.182,-64.227,-26.303,83.066,0.0,-29.359,0.0
100,95.8249,148.4292,71.6153,18.58,28.568,-76.554,-1.704,14.934,39.177,2.584,5.307,15.0,-58.217,-25.934,-40.034,55.821,-12.343,15.0,5.077,19.456,26.143,-21.566,34.908,-74.513,24.253,-15.043,0.0,-15.0,-30.823,-63.565,-16.138,82.997,0.0,-31.156,0.0
101,96.3656,149.2994,72.0344,17.986,26.976,-74.684,-1.181,15.479,39.201,2.218,10.503,15.0,-56.013,-26.619,-41.594,53.758,-6.089,15.0,4.823,18.978,25.7,-20.708,35.71,-58.961,34.219,-15.038,0.0,-15.0,-31.283,-62.513,-9.478,82.306,0.0,-33.034,0.0
102,96.8752,150.1986,72.4504,17.36,25.404,-72.73,-1.031,16.131,38.878,1.483,21.461,15.0,-53.694,-27.138,-43.197,51.82,-15.727,15.0,4.378,18.402,25.379,-19.935,37.206,-58.603,36.687,-14.545,0.0,-15.0,-32.182,-61.561,-0.999,80.687,0.0,-34.909,0.0
103,97.3754,151.1242,72.8543,16.566,23.927,-70.629,-1.288,17.002,38.79,0.92,24.304,15.0,-51.396,-27.573,-44.864,49.706,-22.071,15.0,3.756,17.78,25.052,-19.432,38.593,-58.164,38.533,-14.226,0.0,-15.0,-33.616,-59.791,-0.105,79.928,0.0,-36.751,0.0
104,97.8676,152.0597,73.2411,15.774,22.525,-68.385,-1.874,18.153,39.503,1.015,9.879,15.0,-49.137,-28.001,-46.636,47.176,-13.305,15.0,3.012,17.115,24.679,-19.201,39.789,-57.874,39.745,-14.084,0.0,-15.0,-35.882,-56.766,-12.356,79.211,0.0,-38.557,0.0
105,98.3529,152.9954,73.6049,15.039,21.207,-66.127,-2.753,19.304,40.1,1.369,-3.503,15.0,-46.918,-28.52,-48.499,44.568,2.282,15.0,2.331,16.406,24.322,-19.214,40.563,-57.051,41.192,-14.115,0.0,-15.0,-38.055,-54.098,-18.053,78.774,0.0,-40.322,0.0
106,98.8575,153.9298,73.9497,14.265,19.96,-63.951,-3.562,20.529,41.286,2.352,-23.063,15.0,-44.646,-29.094,-50.517,42.191,11.864,15.0,1.803,15.659,23.987,-19.381,40.991,-56.352,41.982,-14.228,0.0,-15.0,-40.078,-50.689,-30.792,78.793,0.0,-41.958,0.0
107,99.4173,154.862,74.2916,13.583,18.69,-62.092,-3.962,21.627,42.776,3.164,-30.498,15.0,-42.284,-29.682,-52.721,40.233,16.047,15.0,1.711,14.996,23.733,-19.775,40.982,-55.888,42.121,-14.525,0.0,-15.0,-40.906,-48.759,-27.826,76.21,0.0,-43.312,0.0
108,100.0681,155.801,74.6075,12.834,17.359,-60.717,-3.602,22.819,45.866,3.826,-25.623,15.0,-39.718,-30.092,-55.217,38.525,12.863,15.0,1.623,14.479,23.532,-19.154,40.669,-49.903,40.927,-14.984,0.0,-15.0,-42.706,-45.881,-37.167,78.072,0.0,-44.214,0.0
109,100.8258,156.7572,74.8555,11.547,16.04,-59.74,-3.187,22.943,45.002,4.22,-24.655,15.0,-37.069,-30.239,-57.802,36.914,9.917,15.0,2.353,14.317,22.995,-20.539,39.417,-58.082,45.344,-15.211,0.0,-15.0,-43.119,-44.416,-34.725,78.781,0.0,-44.547,0.0
110,101.68,157.7286,75.0332,9.902,14.714,-59.094,-2.417,22.788,43.639,4.167,-13.995,15.0,-34.375,-30.123,-60.355,35.66,-1.203,15.0,3.39,14.451,22.363,-21.506,37.896,-63.926,48.933,-15.0,0.0,-15.01,-42.669,-43.978,-21.305,77.612,0.0,-44.258,0.0
111,102.6156,158.7088,75.153,8.253,13.462,-58.673,-1.31,22.708,43.052,4.082,-6.746,14.78,-31.791,-29.795,-62.765,34.459,-9.75,15.0,4.368,14.77,21.628,-21.635,36.322,-66.792,50.701,-15.0,0.0,-15.028,-42.583,-42.91,-12.994,76.482,0.0,-43.429,0.0
112,103.5916,159.6988,75.2334,6.729,12.245,-58.423,-0.052,22.744,43.294,4.035,-0.941,13.604,-29.373,-29.466,-64.884,33.249,-13.809,15.0,5.227,15.1,20.906,-21.176,34.779,-67.047,50.522,-15.0,0.0,-15.015,-42.354,-41.665,-4.715,74.168,0.0,-42.303,0.0
113,104.5604,160.7031,75.3026,5.434,11.008,-58.233,1.264,22.782,44.185,4.098,2.044,11.859,-27.094,-29.423,-66.675,32.053,-13.809,15.0,5.85,15.182,20.385,-20.341,33.376,-65.004,48.482,-15.0,0.0,-14.946,-41.999,-40.042,1.462,70.608,0.0,-41.106,0.0
114,105.4803,161.7217,75.3963,4.604,9.721,-57.828,2.539,22.699,45.38,4.533,-2.782,9.78,-24.9,-29.819,-68.256,30.685,-4.545,15.0,6.221,14.89,20.136,-19.384,32.132,-60.925,45.309,-15.0,0.0,-14.818,-41.446,-38.114,5.905,66.877,0.0,-40.005,0.0
115,106.3403,162.7424,75.5387,4.342,8.243,-57.205,3.777,22.464,47.188,4.878,-1.308,7.696,-22.738,-30.694,-69.861,29.566,-1.508,15.0,6.44,14.212,20.158,-18.499,31.02,-55.058,41.089,-15.0,0.0,-14.652,-40.326,-37.025,18.83,61.668,0.0,-39.224,0.0
116,107.161,163.7383,75.7331,4.472,6.756,-56.386,4.948,22.052,49.786,5.017,6.18,5.983,-20.547,-31.872,-71.718,28.502,-6.918,15.0,6.226,13.188,20.291,-17.328,29.993,-46.932,36.685,-15.011,0.0,-14.469,-40.529,-34.458,13.366,61.681,0.0,-38.906,0.0
117,107.9654,164.6885,75.9573,4.726,5.608,-55.46,5.351,20.515,47.924,4.888,7.403,5.021,-18.462,-33.16,-73.671,26.869,3.115,15.0,6.504,12.09,20.119,-18.669,28.275,-53.404,39.227,-15.07,0.0,-14.277,-39.443,-32.932,16.274,60.334,0.0,-39.105,0.0
118,108.7623,165.5832,76.204,4.903,4.825,-54.521,5.671,19.075,46.561,4.665,7.736,4.371,-16.408,-34.361,-75.703,25.235,10.173,15.0,6.655,10.972,19.942,-19.161,26.643,-53.96,39.929,-15.064,0.0,-14.065,-38.323,-31.136,18.239,58.97,0.0,-39.763,0.0
119,109.5583,166.4282,76.4702,4.799,4.166,-53.651,5.994,17.918,45.702,4.429,4.569,3.851,-14.501,-35.245,-77.494,23.669,11.319,15.0,6.936,10.022,19.558,-19.541,24.949,-54.454,41.001,-14.929,0.0,-13.755,-36.968,-29.239,20.24,57.929,0.0,-40.755,0.0
120,110.3487,167.221,76.7484,4.488,3.485,-52.833,6.332,17.081,45.009,4.215,0.404,3.339,-12.707,-35.784,-78.796,22.089,13.446,15.0,7.445,9.294,19.053,-19.817,23.252,-54.868,42.212,-14.631,0.0,-13.2,-34.712,-27.8,39.404,51.407,0.0,-41.882,0.0
121,111.1223,167.9473,77.0275,3.997,2.721,-52.132,6.75,16.523,44.347,3.94,0.921,2.786,-11.083,-35.972,-78.97,20.638,11.329,15.0,7.72,8.749,18.501,-19.548,21.813,-54.583,42.922,-14.171,0.0,-12.309,-34.285,-24.867,47.558,60.537,0.0,-42.898,0.0
122,111.8745,168.6185,77.295,3.383,2.038,-51.476,7.247,16.092,43.468,3.833,-3.519,2.211,-9.471,-35.944,-78.38,19.193,8.821,15.0,8.051,8.309,18.026,-19.174,20.606,-54.172,43.473,-13.584,0.0,-11.053,-33.523,-22.091,9.202,67.253,0.0,-43.611,0.0
123,112.5942,169.2409,77.5372,2.778,1.318,-50.757,7.948,15.981,43.846,3.684,-6.089,1.642,-7.917,-35.892,-77.226,17.796,5.699,15.0,8.388,7.894,17.603,-18.959,19.931,-56.266,43.432,-12.932,0.0,-9.218,-32.499,-19.481,-60.354,72.166,0.0,-43.947,0.0
124,113.2651,169.8044,77.7408,2.273,0.581,-49.988,8.164,15.155,40.707,3.25,1.651,1.088,-7.224,-35.028,-71.991,16.259,4.627,15.0,8.571,7.388,17.309,-18.196,18.988,-52.694,43.506,-12.308,0.0,-6.606,-31.166,-17.26,-145.609,72.13,0.0,-43.849,0.0
125,113.8731,170.2933,77.9014,1.894,-0.062,-49.177,8.357,14.5,38.465,2.951,8.047,0.577,-7.026,-33.651,-64.414,14.716,4.725,15.0,8.673,6.774,17.012,-17.454,18.421,-49.668,43.307,-11.789,0.0,-3.236,-29.646,-15.351,-59.666,69.705,0.0,-43.361,0.0
126,114.4054,170.7008,78.022,1.623,-0.514,-48.307,8.464,13.986,37.02,3.262,-2.8,0.105,-7.101,-31.767,-55.285,13.159,6.024,15.0,8.623,6.037,16.74,-16.204,18.825,-63.219,35.798,-11.312,0.0,0.543,-28.051,-13.724,26.278,64.966,0.0,-42.619,0.0
127,114.8734,171.0473,78.1131,1.444,-0.731,-47.516,8.462,13.591,36.246,3.665,-14.655,-0.33,-7.255,-29.52,-45.7,11.755,4.527,15.0,8.747,5.224,16.359,-16.066,18.544,-51.298,40.202,-10.875,0.0,4.281,-26.09,-12.596,20.274,57.79,0.0,-41.846,0.0
128,115.2884,171.3457,78.1871,1.342,-0.781,-46.785,8.349,13.373,36.057,4.087,-23.623,-0.731,-7.235,-27.089,-36.892,10.487,2.379,15.0,9.092,4.419,15.886,-17.314,17.163,-37.71,60.189,-10.477,0.0,7.521,-23.771,-12.119,27.789,48.134,0.0,-41.257,0.0
129,115.6607,171.6123,78.2607,1.186,-0.789,-46.102,8.21,13.363,36.353,4.147,-19.616,-1.089,-6.916,-24.601,-29.591,9.307,1.592,15.0,9.089,3.713,15.418,-18.037,16.66,13.833,73.33,-10.116,0.0,9.856,-23.596,-10.67,45.976,54.247,0.0,-41.025,0.0
130,115.9985,171.8661,78.3476,0.922,-0.802,-45.439,8.127,13.587,37.045,4.077,-12.979,-1.383,-6.016,-22.318,-25.21,8.319,-0.209,15.0,9.141,3.205,15.073,-18.723,16.837,87.032,80.107,-9.797,0.0,11.066,-22.906,-10.178,48.024,54.908,0.0,-41.243,0.0
131,116.3012,172.1137,78.4574,0.433,-0.838,-44.781,8.176,14.134,38.528,4.11,-12.386,-1.607,-4.811,-20.306,-23.302,7.5,1.551,15.0,9.091,2.909,14.842,-19.21,17.701,150.0,80.38,-9.515,0.0,11.365,-22.396,-10.068,49.98,55.985,0.0,-41.915,0.0
132,116.5675,172.3473,78.5838,-0.2,-0.92,-44.112,7.843,14.119,36.629,3.861,-4.599,-1.775,-4.115,-17.993,-20.605,6.939,6.091,15.0,8.792,2.749,14.803,-18.714,18.531,64.057,74.544,-9.261,0.0,11.104,-22.027,-10.395,52.008,55.099,0.0,-42.959,0.0
133,116.7938,172.5618,78.7119,-0.856,-0.983,-43.429,7.64,14.459,36.005,4.029,-10.835,-1.89,-3.56,-15.688,-18.245,7.058,2.533,15.0,8.383,2.734,14.822,-18.012,20.123,-21.887,62.391,-9.03,0.0,10.585,-21.858,-10.928,53.925,54.946,0.0,-44.272,0.0
134,116.9805,172.7598,78.8288,-1.383,-0.983,-42.73,7.46,14.84,35.509,4.081,-14.542,-1.95,-3.252,-13.349,-15.629,7.537,-0.961,15.0,7.778,2.763,14.933,-16.648,22.256,-47.985,43.612,-8.822,0.0,9.917,-21.915,-11.519,55.756,55.179,0.0,-45.742,0.0
135,117.1273,172.9376,78.9332,-1.848,-0.996,-42.086,7.295,15.139,34.881,3.812,-8.439,-1.96,-3.1,-11.036,-12.636,8.21,-3.082,15.0,7.318,2.786,15.018,-16.484,23.114,-36.655,40.553,-8.638,0.0,9.171,-21.791,-12.195,56.553,55.632,0.0,-47.288,0.0
136,117.2305,173.0812,79.022,-2.306,-1.061,-41.468,7.174,15.334,34.23,3.759,-9.668,-1.946,-2.914,-8.962,-9.657,8.687,-3.173,15.0,6.864,2.729,15.143,-16.486,23.891,-29.68,39.136,-8.486,0.0,8.493,-21.609,-12.8,56.788,56.344,0.0,-48.725,0.0
137,117.2934,173.1807,79.0863,-2.629,-1.19,-40.826,7.079,15.469,33.546,3.703,-11.15,-1.893,-2.807,-6.997,-6.529,9.214,-2.12,15.0,6.425,2.646,15.298,-16.843,24.312,-33.543,42.425,-8.361,0.0,7.772,-21.388,-13.434,56.437,57.288,0.0,-50.178,0.0
138,117.3264,173.2286,79.1222,-2.819,-1.379,-40.124,7.011,15.542,32.829,3.642,-12.885,-1.8,-2.777,-5.143,-3.251,9.792,0.078,15.0,6.001,2.539,15.484,-17.557,24.376,-48.243,50.421,-8.264,0.0,7.008,-21.127,-14.095,55.501,58.462,0.0,-51.647,0.0
139,117.3454,173.2293,79.1327,-2.864,-1.514,-39.392,6.97,15.554,32.079,3.577,-14.874,-1.669,-2.826,-3.398,0.177,10.419,3.419,15.0,5.591,2.405,15.699,-18.627,24.083,-73.78,63.123,-8.194,0.0,6.202,-20.826,-14.785,53.979,59.867,0.0,-53.131,0.0
